,filename,actor_id,statement,emotion,intensity,gender,balanced
165,1068_IWW_ANG_XX.wav,1068,IWW,ANG,XX.wav,Male,Male_IWW_ANG_XX.wav
166,1030_DFA_DIS_XX.wav,1030,DFA,DIS,XX.wav,Female,Female_DFA_DIS_XX.wav
167,1001_ITH_HAP_XX.wav,1001,ITH,HAP,XX.wav,Male,Male_ITH_HAP_XX.wav
168,1086_WSI_NEU_XX.wav,1086,WSI,NEU,XX.wav,Male,Male_WSI_NEU_XX.wav
169,1014_ITH_HAP_XX.wav,1014,ITH,HAP,XX.wav,Male,Male_ITH_HAP_XX.wav
170,1025_DFA_DIS_XX.wav,1025,DFA,DIS,XX.wav,Female,Female_DFA_DIS_XX.wav
171,1020_ITH_FEA_XX.wav,1020,ITH,FEA,XX.wav,Female,Female_ITH_FEA_XX.wav
172,1035_ITH_FEA_XX.wav,1035,ITH,FEA,XX.wav,Male,Male_ITH_FEA_XX.wav
173,1016_TIE_NEU_XX.wav,1016,TIE,NEU,XX.wav,Male,Male_TIE_NEU_XX.wav
174,1003_TIE_NEU_XX.wav,1003,TIE,NEU,XX.wav,Female,Female_TIE_NEU_XX.wav
175,1054_TIE_ANG_XX.wav,1054,TIE,ANG,XX.wav,Female,Female_TIE_ANG_XX.wav
176,1041_TIE_ANG_XX.wav,1041,TIE,ANG,XX.wav,Male,Male_TIE_ANG_XX.wav
177,1080_IWL_FEA_XX.wav,1080,IWL,FEA,XX.wav,Male,Male_IWL_FEA_XX.wav
178,1061_TSI_DIS_XX.wav,1061,TSI,DIS,XX.wav,Female,Female_TSI_DIS_XX.wav
179,1074_TSI_DIS_XX.wav,1074,TSI,DIS,XX.wav,Female,Female_TSI_DIS_XX.wav
180,1018_IOM_SAD_XX.wav,1018,IOM,SAD,XX.wav,Female,Female_IOM_SAD_XX.wav
181,1050_TAI_DIS_XX.wav,1050,TAI,DIS,XX.wav,Male,Male_TAI_DIS_XX.wav
182,1045_TAI_DIS_XX.wav,1045,TAI,DIS,XX.wav,Male,Male_TAI_DIS_XX.wav
183,1008_MTI_NEU_XX.wav,1008,MTI,NEU,XX.wav,Female,Female_MTI_NEU_XX.wav
184,1087_IWL_SAD_XX.wav,1087,IWL,SAD,XX.wav,Male,Male_IWL_SAD_XX.wav
185,1043_IEO_DIS_HI.wav,1043,IEO,DIS,HI.wav,Female,Female_IEO_DIS_HI.wav
186,1056_IEO_DIS_HI.wav,1056,IEO,DIS,HI.wav,Female,Female_IEO_DIS_HI.wav
187,1052_IEO_DIS_MD.wav,1052,IEO,DIS,MD.wav,Female,Female_IEO_DIS_MD.wav
188,1047_IEO_DIS_MD.wav,1047,IEO,DIS,MD.wav,Female,Female_IEO_DIS_MD.wav
189,1006_IWL_DIS_XX.wav,1006,IWL,DIS,XX.wav,Female,Female_IWL_DIS_XX.wav
190,1013_IWL_DIS_XX.wav,1013,IWL,DIS,XX.wav,Female,Female_IWL_DIS_XX.wav
191,1019_MTI_HAP_XX.wav,1019,MTI,HAP,XX.wav,Male,Male_MTI_HAP_XX.wav
192,1038_MTI_FEA_XX.wav,1038,MTI,FEA,XX.wav,Male,Male_MTI_FEA_XX.wav
193,1080_TSI_ANG_XX.wav,1080,TSI,ANG,XX.wav,Male,Male_TSI_ANG_XX.wav
194,1078_IOM_ANG_XX.wav,1078,IOM,ANG,XX.wav,Female,Female_IOM_ANG_XX.wav
195,1029_ITS_DIS_XX.wav,1029,ITS,DIS,XX.wav,Female,Female_ITS_DIS_XX.wav
196,1022_MTI_SAD_XX.wav,1022,MTI,SAD,XX.wav,Male,Male_MTI_SAD_XX.wav
197,1037_MTI_SAD_XX.wav,1037,MTI,SAD,XX.wav,Female,Female_MTI_SAD_XX.wav
198,1086_ITS_HAP_XX.wav,1086,ITS,HAP,XX.wav,Male,Male_ITS_HAP_XX.wav
199,1025_MTI_FEA_XX.wav,1025,MTI,FEA,XX.wav,Female,Female_MTI_FEA_XX.wav
200,1030_MTI_FEA_XX.wav,1030,MTI,FEA,XX.wav,Female,Female_MTI_FEA_XX.wav
201,1004_MTI_HAP_XX.wav,1004,MTI,HAP,XX.wav,Female,Female_MTI_HAP_XX.wav
202,1011_MTI_HAP_XX.wav,1011,MTI,HAP,XX.wav,Male,Male_MTI_HAP_XX.wav
203,1065_IOM_ANG_XX.wav,1065,IOM,ANG,XX.wav,Male,Male_IOM_ANG_XX.wav
204,1088_TSI_ANG_XX.wav,1088,TSI,ANG,XX.wav,Male,Male_TSI_ANG_XX.wav
205,1070_IOM_ANG_XX.wav,1070,IOM,ANG,XX.wav,Male,Male_IOM_ANG_XX.wav
206,1027_IOM_NEU_XX.wav,1027,IOM,NEU,XX.wav,Male,Male_IOM_NEU_XX.wav
207,1032_IOM_NEU_XX.wav,1032,IOM,NEU,XX.wav,Male,Male_IOM_NEU_XX.wav
208,1034_ITS_DIS_XX.wav,1034,ITS,DIS,XX.wav,Male,Male_ITS_DIS_XX.wav
209,1021_ITS_DIS_XX.wav,1021,ITS,DIS,XX.wav,Female,Female_ITS_DIS_XX.wav
210,1084_IOM_DIS_XX.wav,1084,IOM,DIS,XX.wav,Female,Female_IOM_DIS_XX.wav
211,1069_TSI_DIS_XX.wav,1069,TSI,DIS,XX.wav,Male,Male_TSI_DIS_XX.wav
212,1091_IOM_DIS_XX.wav,1091,IOM,DIS,XX.wav,Female,Female_IOM_DIS_XX.wav
213,1082_ITS_NEU_XX.wav,1082,ITS,NEU,XX.wav,Female,Female_ITS_NEU_XX.wav
214,1088_IWL_FEA_XX.wav,1088,IWL,FEA,XX.wav,Male,Male_IWL_FEA_XX.wav
215,1058_TAI_DIS_XX.wav,1058,TAI,DIS,XX.wav,Female,Female_TAI_DIS_XX.wav
216,1005_IOM_SAD_XX.wav,1005,IOM,SAD,XX.wav,Male,Male_IOM_SAD_XX.wav
217,1010_IOM_SAD_XX.wav,1010,IOM,SAD,XX.wav,Female,Female_IOM_SAD_XX.wav
218,1015_MTI_NEU_XX.wav,1015,MTI,NEU,XX.wav,Male,Male_MTI_NEU_XX.wav
219,1042_MTI_ANG_XX.wav,1042,MTI,ANG,XX.wav,Male,Male_MTI_ANG_XX.wav
220,1057_MTI_ANG_XX.wav,1057,MTI,ANG,XX.wav,Male,Male_MTI_ANG_XX.wav
221,1023_IOM_HAP_XX.wav,1023,IOM,HAP,XX.wav,Male,Male_IOM_HAP_XX.wav
222,1036_IOM_HAP_XX.wav,1036,IOM,HAP,XX.wav,Male,Male_IOM_HAP_XX.wav
223,1002_IOM_FEA_XX.wav,1002,IOM,FEA,XX.wav,Female,Female_IOM_FEA_XX.wav
224,1017_IOM_FEA_XX.wav,1017,IOM,FEA,XX.wav,Male,Male_IOM_FEA_XX.wav
225,1029_IEO_NEU_XX.wav,1029,IEO,NEU,XX.wav,Female,Female_IEO_NEU_XX.wav
226,1088_IEO_ANG_LO.wav,1088,IEO,ANG,LO.wav,Male,Male_IEO_ANG_LO.wav
227,1075_IWW_ANG_XX.wav,1075,IWW,ANG,XX.wav,Female,Female_IWW_ANG_XX.wav
228,1060_IWW_ANG_XX.wav,1060,IWW,ANG,XX.wav,Female,Female_IWW_ANG_XX.wav
229,1037_IWW_NEU_XX.wav,1037,IWW,NEU,XX.wav,Female,Female_IWW_NEU_XX.wav
230,1022_IWW_NEU_XX.wav,1022,IWW,NEU,XX.wav,Male,Male_IWW_NEU_XX.wav
231,1028_ITH_FEA_XX.wav,1028,ITH,FEA,XX.wav,Female,Female_ITH_FEA_XX.wav
232,1038_DFA_DIS_XX.wav,1038,DFA,DIS,XX.wav,Male,Male_DFA_DIS_XX.wav
233,1009_ITH_HAP_XX.wav,1009,ITH,HAP,XX.wav,Female,Female_ITH_HAP_XX.wav
234,1049_TIE_ANG_XX.wav,1049,TIE,ANG,XX.wav,Female,Female_TIE_ANG_XX.wav
235,1015_IWW_SAD_XX.wav,1015,IWW,SAD,XX.wav,Male,Male_IWW_SAD_XX.wav
236,1081_IWW_DIS_XX.wav,1081,IWW,DIS,XX.wav,Male,Male_IWW_DIS_XX.wav
237,1038_WSI_DIS_XX.wav,1038,WSI,DIS,XX.wav,Male,Male_WSI_DIS_XX.wav
238,1029_TIE_SAD_XX.wav,1029,TIE,SAD,XX.wav,Female,Female_TIE_SAD_XX.wav
239,1033_IWW_HAP_XX.wav,1033,IWW,HAP,XX.wav,Male,Male_IWW_HAP_XX.wav
240,1026_IWW_HAP_XX.wav,1026,IWW,HAP,XX.wav,Male,Male_IWW_HAP_XX.wav
241,1012_IWW_FEA_XX.wav,1012,IWW,FEA,XX.wav,Female,Female_IWW_FEA_XX.wav
242,1018_ITH_NEU_XX.wav,1018,ITH,NEU,XX.wav,Female,Female_ITH_NEU_XX.wav
243,1007_IWW_FEA_XX.wav,1007,IWW,FEA,XX.wav,Female,Female_IWW_FEA_XX.wav
244,1069_IEO_DIS_LO.wav,1069,IEO,DIS,LO.wav,Male,Male_IEO_DIS_LO.wav
245,1015_WSI_NEU_XX.wav,1015,WSI,NEU,XX.wav,Male,Male_WSI_NEU_XX.wav
246,1087_ITH_HAP_XX.wav,1087,ITH,HAP,XX.wav,Male,Male_ITH_HAP_XX.wav
247,1057_WSI_ANG_XX.wav,1057,WSI,ANG,XX.wav,Male,Male_WSI_ANG_XX.wav
248,1042_WSI_ANG_XX.wav,1042,WSI,ANG,XX.wav,Male,Male_WSI_ANG_XX.wav
