,filename,emotion,Features
50,Crema/1060_WSI_FEA_XX.wav,FEA,"tensor([ 9.8267e-03,  9.5825e-03,  1.0590e-02,  ...,  6.1035e-05,
        -6.1035e-05,  3.0518e-05])"
51,Crema/1045_WSI_NEU_XX.wav,NEU,"tensor([-0.0013, -0.0003, -0.0005,  ...,  0.0000,  0.0000,  0.0000])"
52,Crema/1083_IOM_HAP_XX.wav,HAP,"tensor([0.0031, 0.0034, 0.0032,  ..., 0.0000, 0.0000, 0.0000])"
53,Crema/1033_TIE_ANG_XX.wav,ANG,"tensor([ 1.4038e-03,  1.9531e-03,  1.7090e-03,  ..., -3.0518e-05,
         0.0000e+00, -3.0518e-05])"
54,Crema/1076_TSI_FEA_XX.wav,FEA,"tensor([ 1.0071e-03,  1.4343e-03,  1.8311e-03,  ..., -6.1035e-05,
         0.0000e+00, -6.1035e-05])"
55,Crema/1058_TAI_NEU_XX.wav,NEU,"tensor([-0.0016, -0.0029, -0.0025,  ...,  0.0000,  0.0000,  0.0000])"
56,Crema/1073_MTI_ANG_XX.wav,ANG,"tensor([-5.2795e-03, -4.4861e-03, -5.2795e-03,  ..., -6.1035e-05,
        -6.1035e-05, -3.0518e-05])"
57,Crema/1080_ITH_FEA_XX.wav,FEA,"tensor([-0.0057, -0.0058, -0.0063,  ...,  0.0000,  0.0000,  0.0000])"
58,Crema/1065_TAI_HAP_XX.wav,HAP,"tensor([ 4.2725e-03,  2.8076e-03,  3.0823e-03,  ...,  0.0000e+00,
        -1.2207e-04,  3.0518e-05])"
59,Crema/1046_IEO_FEA_LO.wav,FEA,"tensor([-0.0077, -0.0077, -0.0081,  ..., -0.0005, -0.0004, -0.0002])"
60,Crema/1079_MTI_FEA_XX.wav,FEA,"tensor([ 4.2725e-04, -3.6621e-04,  8.2397e-04,  ...,  0.0000e+00,
        -3.0518e-05,  0.0000e+00])"
61,Crema/1006_DFA_NEU_XX.wav,NEU,"tensor([-9.6741e-03, -1.0040e-02, -9.8572e-03,  ..., -3.0518e-05,
         9.1553e-05,  0.0000e+00])"
62,Crema/1006_TSI_ANG_XX.wav,ANG,"tensor([-3.7231e-03, -2.4719e-03, -2.2583e-03,  ..., -1.2207e-04,
        -9.1553e-05, -6.1035e-05])"
63,Crema/1014_TAI_ANG_XX.wav,ANG,"tensor([0.0048, 0.0047, 0.0044,  ..., 0.0000, 0.0000, 0.0000])"
64,Crema/1010_IEO_ANG_MD.wav,ANG,"tensor([ 3.0823e-03,  1.6174e-03,  1.0986e-03,  ...,  0.0000e+00,
        -3.0518e-05,  0.0000e+00])"
65,Crema/1083_TSI_FEA_XX.wav,FEA,"tensor([-0.0026, -0.0030, -0.0030,  ...,  0.0000,  0.0000,  0.0000])"
66,Crema/1032_IEO_HAP_HI.wav,HAP,"tensor([0.0024, 0.0027, 0.0028,  ..., 0.0000, 0.0000, 0.0000])"
67,Crema/1028_ITS_HAP_XX.wav,HAP,"tensor([1.1169e-02, 1.0193e-02, 1.0315e-02,  ..., 6.1035e-05, 6.1035e-05,
        6.1035e-05])"
68,Crema/1068_IWW_SAD_XX.wav,SAD,"tensor([0.0160, 0.0147, 0.0143,  ..., 0.0000, 0.0000, 0.0000])"
69,Crema/1069_IEO_FEA_LO.wav,FEA,"tensor([-1.5259e-04, -1.1597e-03, -7.3242e-04,  ...,  1.2207e-04,
         9.1553e-05,  0.0000e+00])"
70,Crema/1084_IOM_NEU_XX.wav,NEU,"tensor([-0.0036, -0.0037, -0.0036,  ...,  0.0004,  0.0004,  0.0004])"
71,Crema/1034_IWL_SAD_XX.wav,SAD,"tensor([-5.4932e-04,  7.0190e-04,  1.1902e-03,  ...,  0.0000e+00,
         3.0518e-05,  0.0000e+00])"
72,Crema/1007_WSI_FEA_XX.wav,FEA,"tensor([ 3.1738e-03,  2.6855e-03,  2.5940e-03,  ...,  0.0000e+00,
        -6.1035e-05, -1.2207e-04])"
73,Crema/1045_TIE_NEU_XX.wav,NEU,"tensor([0.0103, 0.0113, 0.0124,  ..., 0.0000, 0.0000, 0.0000])"
74,Crema/1026_IEO_DIS_MD.wav,DIS,"tensor([-3.0518e-03, -2.8992e-03, -2.9297e-03,  ...,  3.0518e-05,
         6.1035e-05, -6.1035e-05])"
75,Crema/1019_IWL_FEA_XX.wav,FEA,"tensor([0.0093, 0.0084, 0.0088,  ..., 0.0000, 0.0000, 0.0000])"
76,Crema/1053_IEO_FEA_LO.wav,FEA,"tensor([-1.7090e-03, -1.4038e-03, -1.8311e-04,  ...,  0.0000e+00,
         3.0518e-05,  3.0518e-05])"
77,Crema/1056_IWW_DIS_XX.wav,DIS,"tensor([0.0092, 0.0087, 0.0090,  ..., 0.0000, 0.0000, 0.0000])"
78,Crema/1041_IEO_FEA_HI.wav,FEA,"tensor([0.0032, 0.0045, 0.0036,  ..., 0.0000, 0.0000, 0.0000])"
79,Crema/1049_ITS_HAP_XX.wav,HAP,"tensor([4.2725e-04, 4.5776e-04, 1.5259e-04,  ..., 3.0518e-05, 3.0518e-05,
        3.0518e-05])"
80,Crema/1019_IWW_FEA_XX.wav,FEA,"tensor([0.0019, 0.0020, 0.0013,  ..., 0.0000, 0.0000, 0.0000])"
81,Crema/1080_IEO_NEU_XX.wav,NEU,"tensor([0.0023, 0.0035, 0.0035,  ..., 0.0000, 0.0000, 0.0000])"
82,Crema/1004_WSI_NEU_XX.wav,NEU,"tensor([0.0046, 0.0030, 0.0028,  ..., 0.0003, 0.0003, 0.0002])"
83,Crema/1068_ITS_SAD_XX.wav,SAD,"tensor([1.9836e-03, 6.4087e-04, 1.1597e-03,  ..., 3.0518e-05, 0.0000e+00,
        6.1035e-05])"
84,Crema/1079_ITS_HAP_XX.wav,HAP,"tensor([0.0061, 0.0060, 0.0054,  ..., 0.0000, 0.0000, 0.0000])"
85,Crema/1015_IEO_ANG_LO.wav,ANG,"tensor([ 0.0019,  0.0034,  0.0047,  ..., -0.0003, -0.0003, -0.0002])"
86,Crema/1021_IEO_SAD_MD.wav,SAD,"tensor([-4.0588e-03, -3.9062e-03, -3.8452e-03,  ...,  6.1035e-05,
         3.0518e-05,  0.0000e+00])"
87,Crema/1019_WSI_HAP_XX.wav,HAP,"tensor([3.8452e-03, 3.5706e-03, 3.1433e-03,  ..., 6.1035e-05, 0.0000e+00,
        2.4414e-04])"
88,Crema/1055_MTI_HAP_XX.wav,HAP,"tensor([-9.3384e-03, -1.1383e-02, -1.0864e-02,  ..., -2.1362e-04,
        -9.1553e-05, -6.1035e-05])"
89,Crema/1047_IWW_SAD_XX.wav,SAD,"tensor([-0.0074, -0.0078, -0.0071,  ..., -0.0002, -0.0002, -0.0002])"
90,Crema/1075_ITS_DIS_XX.wav,DIS,"tensor([0.0028, 0.0028, 0.0031,  ..., 0.0000, 0.0000, 0.0000])"
91,Crema/1049_TIE_DIS_XX.wav,DIS,"tensor([-7.8125e-03, -7.7515e-03, -8.6975e-03,  ...,  3.0518e-05,
        -3.0518e-05, -6.1035e-05])"
92,Crema/1002_WSI_ANG_XX.wav,ANG,"tensor([-0.0005, -0.0009, -0.0016,  ...,  0.0000,  0.0000,  0.0000])"
93,Crema/1060_ITH_SAD_XX.wav,SAD,"tensor([0.0043, 0.0040, 0.0041,  ..., 0.0000, 0.0000, 0.0000])"
94,Crema/1007_TAI_FEA_XX.wav,FEA,"tensor([0.0008, 0.0011, 0.0008,  ..., 0.0000, 0.0000, 0.0000])"
95,Crema/1044_IEO_FEA_MD.wav,FEA,"tensor([ 0.0000,  0.0000,  0.0000,  ..., -0.0002, -0.0002, -0.0002])"
96,Crema/1037_TAI_ANG_XX.wav,ANG,"tensor([-4.0588e-03, -3.1738e-03, -3.4790e-03,  ..., -3.0518e-05,
         0.0000e+00, -3.0518e-05])"
97,Crema/1077_IEO_HAP_LO.wav,HAP,"tensor([-6.0730e-03, -6.4697e-03, -5.5542e-03,  ...,  3.0518e-05,
        -1.2207e-04,  9.1553e-05])"
98,Crema/1047_ITS_SAD_XX.wav,SAD,"tensor([ 1.0193e-02,  1.0620e-02,  9.8877e-03,  ..., -3.0518e-05,
         0.0000e+00,  3.0518e-05])"
99,Crema/1084_TAI_DIS_XX.wav,DIS,"tensor([ 1.0071e-03,  6.1035e-04,  9.1553e-05,  ..., -2.4414e-04,
        -2.4414e-04, -2.7466e-04])"
100,Crema/1023_WSI_ANG_XX.wav,ANG,"tensor([-1.5259e-04,  4.5776e-04,  3.0518e-04,  ...,  9.1553e-05,
         3.3569e-04, -3.6621e-04])"
101,Crema/1037_DFA_SAD_XX.wav,SAD,"tensor([-1.8616e-03, -1.6174e-03, -1.2207e-03,  ...,  0.0000e+00,
         3.0518e-05,  3.0518e-05])"
102,Crema/1048_ITS_FEA_XX.wav,FEA,"tensor([-0.0029, -0.0017, -0.0018,  ...,  0.0000,  0.0000,  0.0000])"
103,Crema/1069_IWL_DIS_XX.wav,DIS,"tensor([-0.0053, -0.0044, -0.0041,  ...,  0.0000,  0.0000,  0.0000])"
104,Crema/1050_IOM_HAP_XX.wav,HAP,"tensor([0.0012, 0.0017, 0.0016,  ..., 0.0000, 0.0000, 0.0000])"
105,Crema/1079_TSI_SAD_XX.wav,SAD,"tensor([6.8665e-03, 7.4768e-03, 8.0566e-03,  ..., 0.0000e+00, 0.0000e+00,
        3.0518e-05])"
106,Crema/1072_IOM_ANG_XX.wav,ANG,"tensor([0.0034, 0.0040, 0.0038,  ..., 0.0000, 0.0000, 0.0000])"
107,Crema/1070_IWL_FEA_XX.wav,FEA,"tensor([-0.0010, -0.0018, -0.0015,  ...,  0.0000,  0.0000,  0.0000])"
108,Crema/1069_IEO_SAD_HI.wav,SAD,"tensor([-0.0044, -0.0053, -0.0035,  ...,  0.0001,  0.0002,  0.0000])"
109,Crema/1082_TSI_HAP_XX.wav,HAP,"tensor([-0.0020, -0.0012, -0.0013,  ...,  0.0000,  0.0000,  0.0000])"
110,Crema/1090_TIE_HAP_XX.wav,HAP,"tensor([0.0072, 0.0067, 0.0064,  ..., 0.0000, 0.0000, 0.0000])"
111,Crema/1038_MTI_SAD_XX.wav,SAD,"tensor([0.0060, 0.0059, 0.0056,  ..., 0.0000, 0.0000, 0.0000])"
112,Crema/1014_DFA_NEU_XX.wav,NEU,"tensor([-5.4016e-03, -5.9204e-03, -4.9133e-03,  ...,  0.0000e+00,
         0.0000e+00,  3.0518e-05])"
113,Crema/1016_ITS_DIS_XX.wav,DIS,"tensor([-4.6082e-03, -3.0518e-03, -3.0518e-03,  ...,  3.0518e-05,
         0.0000e+00, -3.0518e-05])"
114,Crema/1043_TSI_NEU_XX.wav,NEU,"tensor([0.0009, 0.0013, 0.0010,  ..., 0.0000, 0.0000, 0.0000])"
115,Crema/1043_IOM_FEA_XX.wav,FEA,"tensor([0.0066, 0.0066, 0.0066,  ..., 0.0000, 0.0000, 0.0000])"
116,Crema/1070_WSI_NEU_XX.wav,NEU,"tensor([0.0030, 0.0034, 0.0035,  ..., 0.0000, 0.0000, 0.0000])"
117,Crema/1038_MTI_NEU_XX.wav,NEU,"tensor([-1.0071e-03, -4.8828e-04, -5.4932e-04,  ...,  3.0518e-05,
         1.2207e-04,  2.1362e-04])"
118,Crema/1030_ITH_SAD_XX.wav,SAD,"tensor([0.0005, 0.0003, 0.0006,  ..., 0.0000, 0.0000, 0.0000])"
119,Crema/1008_IEO_DIS_HI.wav,DIS,"tensor([0.0064, 0.0059, 0.0060,  ..., 0.0000, 0.0000, 0.0000])"
120,Crema/1043_DFA_HAP_XX.wav,HAP,"tensor([1.1292e-03, 1.4343e-03, 1.8005e-03,  ..., 0.0000e+00, 0.0000e+00,
        3.0518e-05])"
121,Crema/1062_MTI_ANG_XX.wav,ANG,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
122,Crema/1084_TSI_ANG_XX.wav,ANG,"tensor([0.0055, 0.0057, 0.0056,  ..., 0.0000, 0.0000, 0.0000])"
123,Crema/1008_IEO_ANG_LO.wav,ANG,"tensor([-0.0002, -0.0002, -0.0003,  ...,  0.0000,  0.0000,  0.0000])"
124,Crema/1022_WSI_FEA_XX.wav,FEA,"tensor([ 0.0059,  0.0042,  0.0037,  ...,  0.0002,  0.0003, -0.0005])"
125,Crema/1032_TAI_NEU_XX.wav,NEU,"tensor([0.0040, 0.0042, 0.0059,  ..., 0.0000, 0.0000, 0.0000])"
126,Crema/1035_WSI_FEA_XX.wav,FEA,"tensor([-0.0047, -0.0038, -0.0040,  ...,  0.0000,  0.0000,  0.0000])"
127,Crema/1010_TSI_FEA_XX.wav,FEA,"tensor([-8.5449e-04,  3.3569e-04,  6.4087e-04,  ..., -3.0518e-05,
         0.0000e+00, -3.0518e-05])"
128,Crema/1043_TAI_NEU_XX.wav,NEU,"tensor([0.0017, 0.0016, 0.0031,  ..., 0.0000, 0.0000, 0.0000])"
129,Crema/1054_IEO_SAD_HI.wav,SAD,"tensor([-0.0016, -0.0013, -0.0023,  ...,  0.0000,  0.0000,  0.0000])"
130,Crema/1087_TIE_ANG_XX.wav,ANG,"tensor([0.0015, 0.0010, 0.0002,  ..., 0.0002, 0.0002, 0.0001])"
131,Crema/1023_ITS_HAP_XX.wav,HAP,"tensor([0.0081, 0.0080, 0.0086,  ..., 0.0002, 0.0002, 0.0003])"
132,Crema/1028_IWW_NEU_XX.wav,NEU,"tensor([ 6.0730e-03,  4.5166e-03,  5.0049e-03,  ...,  1.8311e-04,
         1.2207e-04, -9.1553e-05])"
133,Crema/1058_WSI_HAP_XX.wav,HAP,"tensor([0.0000e+00, 0.0000e+00, 0.0000e+00,  ..., 3.0518e-05, 9.1553e-05,
        9.1553e-05])"
134,Crema/1009_WSI_SAD_XX.wav,SAD,"tensor([0.0058, 0.0060, 0.0053,  ..., 0.0003, 0.0003, 0.0004])"
135,Crema/1015_IOM_SAD_XX.wav,SAD,"tensor([1.0956e-02, 1.0956e-02, 9.7046e-03,  ..., 9.1553e-05, 1.2207e-04,
        9.1553e-05])"
136,Crema/1013_TIE_DIS_XX.wav,DIS,"tensor([-6.0425e-03, -5.8289e-03, -6.8054e-03,  ..., -3.0518e-05,
         3.0518e-05, -6.1035e-05])"
137,Crema/1080_IOM_NEU_XX.wav,NEU,"tensor([0.0007, 0.0017, 0.0010,  ..., 0.0000, 0.0000, 0.0000])"
138,Crema/1084_IWL_SAD_XX.wav,SAD,"tensor([-0.0028, -0.0024, -0.0026,  ...,  0.0000,  0.0000,  0.0000])"
139,Crema/1012_DFA_DIS_XX.wav,DIS,"tensor([-0.0006, -0.0016, -0.0013,  ...,  0.0000,  0.0000,  0.0000])"
140,Crema/1060_MTI_DIS_XX.wav,DIS,"tensor([0.0086, 0.0104, 0.0086,  ..., 0.0000, 0.0000, 0.0000])"
141,Crema/1061_ITH_SAD_XX.wav,SAD,"tensor([0.0118, 0.0117, 0.0103,  ..., 0.0000, 0.0000, 0.0000])"
142,Crema/1055_IWL_SAD_XX.wav,SAD,"tensor([0.0092, 0.0101, 0.0102,  ..., 0.0000, 0.0000, 0.0000])"
143,Crema/1021_DFA_DIS_XX.wav,DIS,"tensor([0.0045, 0.0048, 0.0055,  ..., 0.0000, 0.0000, 0.0000])"
144,Crema/1071_ITH_ANG_XX.wav,ANG,"tensor([0.0062, 0.0067, 0.0072,  ..., 0.0000, 0.0000, 0.0000])"
145,Crema/1037_ITH_HAP_XX.wav,HAP,"tensor([-1.2207e-04, -2.4414e-04,  6.1035e-05,  ...,  0.0000e+00,
         0.0000e+00,  0.0000e+00])"
146,Crema/1037_DFA_HAP_XX.wav,HAP,"tensor([-0.0081, -0.0084, -0.0085,  ...,  0.0000,  0.0000,  0.0000])"
147,Crema/1050_MTI_NEU_XX.wav,NEU,"tensor([-0.0003,  0.0010, -0.0005,  ...,  0.0000,  0.0000,  0.0000])"
148,Crema/1051_IEO_DIS_MD.wav,DIS,"tensor([-3.3264e-03, -4.8523e-03, -4.1199e-03,  ..., -3.0518e-04,
        -1.2207e-04, -6.1035e-05])"
149,Crema/1069_ITH_ANG_XX.wav,ANG,"tensor([0.0007, 0.0004, 0.0018,  ..., 0.0009, 0.0009, 0.0008])"
150,Crema/1035_ITH_ANG_XX.wav,ANG,"tensor([-0.0063, -0.0056, -0.0060,  ...,  0.0000,  0.0000,  0.0000])"
151,Crema/1062_TIE_DIS_XX.wav,DIS,"tensor([-0.0017, -0.0036, -0.0036,  ...,  0.0000,  0.0000,  0.0000])"
152,Crema/1058_WSI_ANG_XX.wav,ANG,"tensor([0.0015, 0.0024, 0.0023,  ..., 0.0000, 0.0000, 0.0000])"
153,Crema/1060_IEO_ANG_LO.wav,ANG,"tensor([-7.9346e-04, -1.8311e-04,  6.1035e-05,  ...,  0.0000e+00,
         0.0000e+00,  0.0000e+00])"
154,Crema/1034_WSI_NEU_XX.wav,NEU,"tensor([-2.3499e-03, -2.3193e-03, -2.5330e-03,  ..., -3.0518e-05,
        -3.0518e-05,  9.1553e-05])"
155,Crema/1073_WSI_NEU_XX.wav,NEU,"tensor([-0.0100, -0.0117, -0.0110,  ...,  0.0000,  0.0000,  0.0000])"
156,Crema/1033_MTI_SAD_XX.wav,SAD,"tensor([-0.0056, -0.0065, -0.0074,  ...,  0.0000,  0.0000,  0.0000])"
157,Crema/1088_IWW_FEA_XX.wav,FEA,"tensor([-0.0078, -0.0081, -0.0080,  ..., -0.0005, -0.0005, -0.0005])"
158,Crema/1016_ITS_ANG_XX.wav,ANG,"tensor([0.0067, 0.0076, 0.0079,  ..., 0.0005, 0.0005, 0.0003])"
159,Crema/1079_TIE_NEU_XX.wav,NEU,"tensor([-0.0067, -0.0062, -0.0072,  ...,  0.0000,  0.0000,  0.0000])"
160,Crema/1070_TIE_NEU_XX.wav,NEU,"tensor([3.6011e-03, 4.0894e-03, 3.9978e-03,  ..., 3.0518e-05, 3.0518e-05,
        3.0518e-05])"
161,Crema/1079_ITS_DIS_XX.wav,DIS,"tensor([0.0062, 0.0064, 0.0072,  ..., 0.0000, 0.0000, 0.0000])"
162,Crema/1066_DFA_DIS_XX.wav,DIS,"tensor([-0.0005, -0.0002,  0.0007,  ...,  0.0000,  0.0000,  0.0000])"
163,Crema/1075_IEO_ANG_HI.wav,ANG,"tensor([ 3.0518e-04, -7.9346e-04, -1.5869e-03,  ...,  3.0518e-05,
         0.0000e+00, -3.0518e-05])"
164,Crema/1003_ITH_SAD_XX.wav,SAD,"tensor([ 6.1035e-03,  6.4392e-03,  7.1716e-03,  ..., -3.0518e-05,
        -6.1035e-05, -3.0518e-05])"
165,Crema/1037_TAI_FEA_XX.wav,FEA,"tensor([ 0.0039,  0.0032,  0.0031,  ..., -0.0002, -0.0004,  0.0004])"
166,Crema/1041_DFA_FEA_XX.wav,FEA,"tensor([0.0055, 0.0069, 0.0063,  ..., 0.0004, 0.0003, 0.0002])"
167,Crema/1077_DFA_HAP_XX.wav,HAP,"tensor([ 1.0010e-02,  1.0834e-02,  1.0101e-02,  ..., -9.1553e-05,
         0.0000e+00,  3.0518e-05])"
168,Crema/1014_MTI_NEU_XX.wav,NEU,"tensor([ 0.0029,  0.0037,  0.0043,  ..., -0.0002, -0.0006,  0.0000])"
169,Crema/1064_IWL_HAP_XX.wav,HAP,"tensor([-0.0113, -0.0106, -0.0103,  ...,  0.0000,  0.0000,  0.0000])"
170,Crema/1075_TAI_DIS_XX.wav,DIS,"tensor([0.0091, 0.0083, 0.0086,  ..., 0.0000, 0.0000, 0.0000])"
171,Crema/1016_DFA_DIS_XX.wav,DIS,"tensor([ 0.0003,  0.0003, -0.0003,  ..., -0.0010, -0.0009, -0.0008])"
172,Crema/1066_IOM_DIS_XX.wav,DIS,"tensor([ 0.0013,  0.0008,  0.0012,  ..., -0.0002, -0.0001, -0.0001])"
173,Crema/1021_MTI_DIS_XX.wav,DIS,"tensor([0.0088, 0.0093, 0.0092,  ..., 0.0000, 0.0000, 0.0000])"
